name,taxid,total_length,total_gap_length,scaffold_count,scaffold_N50,contig_count,contig_N50
GCF_001265675.1,562,0,0,0,0,0,0
GCF_001265685.1,562,0,0,0,0,0,0
GCF_001265715.1,562,0,0,0,0,0,0
GCF_001265735.1,562,0,0,0,0,0,0
GCF_001265755.1,562,0,0,0,0,0,0
GCF_001265765.1,562,0,0,0,0,0,0
GCF_001265795.1,562,0,0,0,0,0,0
GCF_001265815.1,562,0,0,0,0,0,0
GCF_001265835.1,562,0,0,0,0,0,0
GCF_001265845.1,562,0,0,0,0,0,0
GCF_001265875.1,562,0,0,0,0,0,0
GCF_001265885.1,562,0,0,0,0,0,0
GCF_001265915.1,562,0,0,0,0,0,0
GCF_001265925.1,562,0,0,0,0,0,0
GCF_001265935.1,562,0,0,0,0,0,0
GCF_001265975.1,562,0,0,0,0,0,0
GCF_001265995.1,562,0,0,0,0,0,0
GCF_001266005.1,562,0,0,0,0,0,0
GCF_001266015.1,562,0,0,0,0,0,0
GCF_001266025.1,562,0,0,0,0,0,0
GCF_001266075.1,562,0,0,0,0,0,0
GCF_001266095.1,562,0,0,0,0,0,0
GCF_001266115.1,562,0,0,0,0,0,0
GCF_001266125.1,562,0,0,0,0,0,0
GCF_001266155.1,562,0,0,0,0,0,0
GCF_001266175.1,562,0,0,0,0,0,0
GCF_001266195.1,562,0,0,0,0,0,0
GCF_001266215.1,562,0,0,0,0,0,0
GCF_001266225.1,562,0,0,0,0,0,0
GCF_001266255.1,562,0,0,0,0,0,0
GCF_001266275.1,562,0,0,0,0,0,0
GCF_001266295.1,562,0,0,0,0,0,0
GCF_001266305.1,562,0,0,0,0,0,0
GCF_001266335.1,562,0,0,0,0,0,0
GCF_001266355.1,562,0,0,0,0,0,0
GCF_001266375.1,562,0,0,0,0,0,0
GCF_001266385.1,562,0,0,0,0,0,0
GCF_001266405.1,562,0,0,0,0,0,0
GCF_001266435.1,562,0,0,0,0,0,0
GCF_001266445.1,562,0,0,0,0,0,0
GCF_001266475.1,1308,0,0,0,0,0,0
GCF_001266515.1,339,0,0,0,0,0,0
GCF_001266525.1,339,0,0,0,0,0,0
GCF_001266535.1,339,0,0,0,0,0,0
GCF_001266585.1,1620420,0,0,0,0,0,0
GCF_001266615.1,580,0,0,0,0,0,0
GCF_001266635.1,1311,1996151,0,0,0,0,0
GCF_001266655.1,43687,2191533,0,0,0,0,0
GCF_001266675.1,43687,2191529,0,0,0,0,0
GCF_001266695.1,43687,2191531,0,0,0,0,0
GCF_001266715.1,43687,2191533,0,0,0,0,0
GCF_001266735.1,43687,2191533,0,0,0,0,0
GCF_001266755.1,1696072,3634864,0,0,0,0,0
GCF_001266775.1,52670,0,0,0,0,0,0
GCF_001266795.1,1671721,4768422,0,0,0,0,0
GCF_001266815.1,492670,0,0,0,0,0,0
GCF_001266825.1,492670,0,0,0,0,0,0
GCF_001266835.1,285,0,0,0,0,0,0
GCF_001266875.1,1491,0,0,0,0,0,0
GCF_001266885.1,1491,0,0,0,0,0,0
GCF_001266895.1,1491,0,0,0,0,0,0
GCF_001266905.1,1491,0,0,0,0,0,0
GCF_001266955.1,1491,0,0,0,0,0,0
GCF_001266965.1,1491,0,0,0,0,0,0
GCF_001266995.1,1491,0,0,0,0,0,0
GCF_001267015.1,1491,0,0,0,0,0,0
GCF_001267035.1,1491,0,0,0,0,0,0
GCF_001267045.1,1491,0,0,0,0,0,0
GCF_001267155.1,216942,1225519,0,0,0,0,0
GCF_001267175.1,1697053,2494031,0,0,0,0,0
GCF_001267195.1,1697053,2272143,0,0,0,0,0
GCF_001267215.1,1697053,2312033,0,0,0,0,0
GCF_001267255.1,1697053,2294397,0,0,0,0,0
GCF_001267275.1,1697053,2391994,0,0,0,0,0
GCF_001267295.1,1697053,2377259,0,0,0,0,0
GCF_001267315.1,1697053,2397029,4321,0,0,2,1340505
GCF_001267335.1,562,0,0,0,0,0,0
GCF_001267345.1,562,0,0,0,0,0,0
GCF_001267355.1,562,0,0,0,0,0,0
GCF_001267395.1,53345,3071804,0,0,0,0,0
GCF_001267405.1,1525,2527564,0,0,0,0,0
GCF_001267435.1,1525,2623349,0,0,0,0,0
GCF_001267455.1,1692240,0,0,0,0,0,0
GCF_001267475.1,543737,1892645,0,0,0,0,0
GCF_001267535.1,1560201,0,0,0,0,0,0
GCF_001267545.1,1560201,0,0,0,0,0,0
GCF_001267555.1,670,0,0,0,0,0,0
GCF_001267595.1,670,0,0,0,0,0,0
GCF_001267615.1,663,0,0,0,0,0,0
GCF_001267625.1,670,0,0,0,0,0,0
GCF_001267635.1,670,0,0,0,0,0,0
GCF_001267655.1,670,0,0,0,0,0,0
GCF_001267695.1,492670,0,0,0,0,0,0
GCF_001267725.1,235,0,0,0,0,0,0
GCF_001267755.1,1449334,0,0,0,0,0,0
GCF_001267785.1,588,0,0,0,0,0,0
GCF_001267805.1,1314,1950469,0,0,0,0,0
GCF_001267815.1,40477,1085764,0,0,0,0,0
GCF_001267845.1,1314,1791401,0,0,0,0,0
GCF_001267865.1,53345,3071879,0,0,0,0,0
GCF_001267885.1,278992,8393598,0,0,0,0,0
GCF_001267905.1,1590,0,0,0,0,0,0
GCF_001267925.1,1262470,4965474,0,0,0,0,0
GCF_001267945.1,663,0,0,0,0,0,0
GCF_001267955.1,1566026,0,0,0,0,0,0
GCF_001267965.1,670,0,0,0,0,0,0
GCF_001268005.1,670,0,0,0,0,0,0
GCF_001268015.1,670,0,0,0,0,0,0
GCF_001268185.1,562,4836112,0,0,0,54,408249
GCF_001268205.1,562,5070787,0,0,0,101,167312
GCF_001268225.1,562,4708659,0,0,0,53,213615
GCF_001268245.1,562,5191429,18,0,0,173,154459
GCF_001268265.1,562,5022709,0,0,0,67,242399
GCF_001268285.1,562,4630643,0,0,0,104,77155
GCF_001268305.1,562,4709413,0,0,0,63,171497
GCF_001268325.1,562,5080503,0,0,0,79,185586
GCF_001268345.1,562,4725652,0,0,0,117,88325
GCF_001268365.1,562,4870882,0,0,0,42,364576
GCF_001268385.1,562,5282192,16,0,0,123,150347
GCF_001268405.1,562,4904421,0,0,0,86,156259
GCF_001268425.1,562,4975474,0,0,0,77,223032
GCF_001268445.1,562,5166283,0,0,0,138,157161
GCF_001268465.1,562,4744074,0,0,0,87,156828
GCF_001268485.1,562,4686500,0,0,0,118,89678
GCF_001268505.1,562,5081212,0,0,0,133,238513
GCF_001268525.1,562,4655133,0,0,0,45,244747
GCF_001268545.1,562,4997734,0,0,0,85,269333
GCF_001268565.1,562,4976770,0,0,0,203,73566
GCF_001268585.1,562,4832032,0,0,0,87,193799
GCF_001268605.1,562,4748644,0,0,0,68,171497
GCF_001268625.1,562,4782939,0,0,0,52,214639
GCF_001268645.1,562,4945131,0,0,0,66,602502
GCF_001268665.1,562,4901216,0,0,0,441,20145
GCF_001268685.1,562,5071713,0,0,0,114,261932
GCF_001268705.1,562,4774797,0,0,0,85,163210
GCF_001268725.1,562,4750053,0,0,0,41,363187
GCF_001268745.1,562,4596530,0,0,0,105,95439
GCF_001268765.1,562,5035339,0,0,0,61,235280
GCF_001268785.1,562,4933946,0,0,0,63,275242
GCF_001268805.1,562,4635047,0,0,0,127,86995
GCF_001268825.1,562,5132871,0,0,0,157,107226
GCF_001268845.1,562,4750186,0,0,0,67,158119
GCF_001268865.1,562,4778913,0,0,0,76,182094
GCF_001268885.1,562,5012071,0,0,0,100,137499
GCF_001268905.1,562,5034649,0,0,0,107,114346
GCF_001268925.1,562,5589103,33,0,0,196,134600
GCF_001268945.1,562,4766232,0,0,0,59,284377
GCF_001268965.1,562,4989112,0,0,0,318,33670
GCF_001268985.1,562,4942580,0,0,0,66,171935
GCF_001269005.1,562,4805898,0,0,0,77,242363
GCF_001269025.1,562,4958713,0,0,0,90,198795
GCF_001269045.1,562,5282192,16,0,0,123,150347
GCF_001269065.1,562,5114090,16,0,0,87,161873
GCF_001269085.1,562,4971760,0,0,0,80,217180
GCF_001269105.1,562,4843208,0,0,0,59,204987
GCF_001269125.1,562,4693794,0,0,0,131,80860
GCF_001269145.1,562,4750776,0,0,0,74,198524
GCF_001269165.1,562,4763278,0,0,0,139,116597
GCF_001269185.1,562,4810179,0,0,0,72,283390
GCF_001269205.1,562,5021339,0,0,0,67,279652
GCF_001269225.1,562,4729774,0,0,0,68,176855
GCF_001269245.1,562,4680706,0,0,0,61,250288
GCF_001269265.1,562,4651928,0,0,0,82,212856
GCF_001269285.1,562,5238513,0,0,0,80,324981
GCF_001269305.1,562,5180370,0,0,0,133,161315
GCF_001269325.1,562,5021533,0,0,0,92,208503
GCF_001269425.1,186490,636137,0,0,0,0,0
GCF_001269445.1,182337,0,0,0,0,0,0
GCF_001269465.1,380021,0,0,0,0,0,0
GCF_001269475.1,380021,0,0,0,0,0,0
GCF_001269485.1,380021,0,0,0,0,0,0
GCF_001269495.1,380021,0,0,0,0,0,0
GCF_001269545.1,658630,0,0,0,0,0,0
GCF_001269555.1,1513890,0,0,0,0,0,0
GCF_001269575.1,587851,0,0,0,0,0,0
GCF_001269595.1,587851,0,0,0,0,0,0
GCF_001269625.1,333,0,0,0,0,0,0
GCF_001269635.1,930166,0,0,0,0,0,0
GCF_001269655.1,86265,0,0,0,0,0,0
GCF_001269685.1,86265,0,0,0,0,0,0
GCF_001269725.1,132476,0,0,0,0,0,0
GCF_001269745.1,255451,0,0,0,0,0,0
GCF_001269755.1,177989,0,0,0,0,0,0
GCF_001269775.1,1699309,0,0,0,0,0,0
GCF_001269805.1,1699310,0,0,0,0,0,0
GCF_001269815.1,1699311,0,0,0,0,0,0
GCF_001269845.1,294,0,0,0,0,0,0
GCF_001269865.1,134874,0,0,0,0,0,0
GCF_001269885.1,132476,0,0,0,0,0,0
GCF_001269905.1,47879,0,0,0,0,0,0
GCF_001269925.1,1078355,0,0,0,0,0,0
GCF_001269985.1,1690037,0,0,0,0,0,0
GCF_001270025.1,146537,0,0,0,0,0,0
GCF_001270045.1,1688776,0,0,0,0,0,0
GCF_001270065.1,1293045,0,0,0,0,0,0
GCF_001270075.1,459472,0,0,0,0,0,0
GCF_001270125.1,670,0,0,0,0,0,0
GCF_001270135.1,550,0,0,0,0,0,0
GCF_001270145.1,670,0,0,0,0,0,0
GCF_001270205.1,663,0,0,0,0,0,0
GCF_001270215.1,670,0,0,0,0,0,0
GCF_001270235.1,670,0,0,0,0,0,0
GCF_001270265.1,106592,0,0,0,0,0,0
GCF_001270285.1,670,0,0,0,0,0,0
GCF_001270295.1,1688405,0,0,0,0,0,0
GCF_001270365.1,1773,0,0,0,0,0,0
GCF_001270375.1,747377,0,0,0,0,0,0
GCF_001270405.1,1773,0,0,0,0,0,0
GCF_001270465.1,199198,0,0,0,0,0,0
GCF_001270485.1,1938,0,0,0,0,0,0
GCF_001270495.1,1938,0,0,0,0,0,0
GCF_001270505.1,67356,0,0,0,0,0,0
GCF_001270515.1,1938,0,0,0,0,0,0
GCF_001270565.1,1961,0,0,0,0,0,0
GCF_001270575.1,249567,0,0,0,0,0,0
GCF_001270585.1,35619,0,0,0,0,0,0
GCF_001270635.1,1890,0,0,0,0,0,0
GCF_001270665.1,1894,0,0,0,0,0,0
GCF_001270675.1,285575,0,0,0,0,0,0
GCF_001270705.1,1280,0,0,0,0,0,0
GCF_001270725.1,28450,0,0,0,0,0,0
GCF_001270745.1,702383,0,0,0,0,0,0
GCF_001270765.1,648,0,0,0,0,0,0
GCF_001270785.1,1033983,0,0,0,0,0,0
GCF_001270805.1,670,0,0,0,0,0,0
GCF_001270815.1,670,0,0,0,0,0,0
GCF_001270825.1,670,0,0,0,0,0,0
GCF_001270835.1,670,0,0,0,0,0,0
GCF_001270885.1,670,0,0,0,0,0,0
GCF_001270895.1,670,0,0,0,0,0,0
GCF_001270905.1,670,0,0,0,0,0,0
GCF_001270945.1,670,0,0,0,0,0,0
GCF_001270965.1,1409788,0,0,0,0,0,0
GCF_001270975.1,670,0,0,0,0,0,0
GCF_001271015.1,1306546,2745,0,0,0,0,0
GCF_001271035.1,1691889,10870,0,0,0,0,0
GCF_001271055.1,1646351,532,0,0,0,0,0
GCF_001271075.1,1457386,11367,0,0,0,0,0
GCF_001271095.1,674953,4666,0,0,0,0,0
GCF_001271115.2,473784,4230,0,0,0,0,0
GCF_001271135.1,1688637,9829,0,0,0,0,0
GCF_001271155.1,1641642,31848,0,0,0,0,0
GCF_001271175.1,67603,33090,0,0,0,0,0
GCF_001271195.1,1690666,10119,0,0,0,0,0
GCF_001271215.1,1646350,683,0,0,0,0,0
GCF_001271235.1,1680908,241564,0,0,0,0,0
GCF_001271275.1,1692045,15395,0,0,0,0,0
GCF_001271295.1,1662272,6327,0,0,0,0,0
GCF_001271315.1,1462682,5961,0,0,0,0,0
GCF_001271345.1,1702325,5243734,0,0,0,0,0
GCF_001271395.1,353569,0,0,0,0,0,0
GCF_001271405.1,134047,0,0,0,0,0,0
GCF_001271415.1,149539,0,0,0,0,0,0
GCF_001271425.1,149539,0,0,0,0,0,0
GCF_001271475.1,192955,0,0,0,0,0,0
GCF_001271485.1,149539,0,0,0,0,0,0
GCF_001271495.1,149539,0,0,0,0,0,0
GCF_001271505.1,1620419,0,0,0,0,0,0
GCF_001271555.1,611,0,0,0,0,0,0
GCF_001271565.1,1620419,0,0,0,0,0,0
GCF_001271575.1,149539,0,0,0,0,0,0
GCF_001271615.1,149539,0,0,0,0,0,0
GCF_001271635.1,913076,0,0,0,0,0,0
GCF_001271645.1,90371,0,0,0,0,0,0
GCF_001271675.1,149539,0,0,0,0,0,0
GCF_001271685.1,149539,0,0,0,0,0,0
GCF_001271715.1,1620419,0,0,0,0,0,0
GCF_001271735.1,149539,0,0,0,0,0,0
GCF_001271745.1,1620419,0,0,0,0,0,0
GCF_001271755.1,90105,0,0,0,0,0,0
GCF_001271795.1,1620419,0,0,0,0,0,0
GCF_001271815.1,340190,0,0,0,0,0,0
GCF_001271825.1,1620419,0,0,0,0,0,0
GCF_001271835.1,1620419,0,0,0,0,0,0
GCF_001271875.1,192955,0,0,0,0,0,0
GCF_001271895.1,149539,0,0,0,0,0,0
GCF_001271905.1,149539,0,0,0,0,0,0
GCF_001271935.1,353569,0,0,0,0,0,0
GCF_001271955.1,149539,0,0,0,0,0,0
GCF_001271965.1,90371,0,0,0,0,0,0
GCF_001271975.1,149539,0,0,0,0,0,0
GCF_001272015.1,149539,0,0,0,0,0,0
GCF_001272035.1,1620419,0,0,0,0,0,0
GCF_001272045.1,1620419,0,0,0,0,0,0
GCF_001272055.1,611,0,0,0,0,0,0
GCF_001272095.1,1620419,0,0,0,0,0,0
GCF_001272115.1,1620419,0,0,0,0,0,0
GCF_001272125.1,149539,0,0,0,0,0,0
GCF_001272135.1,192955,0,0,0,0,0,0
GCF_001272175.1,149539,0,0,0,0,0,0
GCF_001272185.1,596,0,0,0,0,0,0
GCF_001272205.1,192955,0,0,0,0,0,0
GCF_001272215.1,149539,0,0,0,0,0,0
GCF_001272255.1,149539,0,0,0,0,0,0
GCF_001272275.1,108619,0,0,0,0,0,0
GCF_001272285.1,149539,0,0,0,0,0,0
GCF_001272295.1,115981,0,0,0,0,0,0
GCF_001272315.1,337330,0,0,0,0,0,0
GCF_001272325.1,611,0,0,0,0,0,0
GCF_001272375.1,611,0,0,0,0,0,0
GCF_001272395.1,192954,0,0,0,0,0,0
GCF_001272405.1,192955,0,0,0,0,0,0
GCF_001272415.1,90371,0,0,0,0,0,0
GCF_001272455.1,149539,0,0,0,0,0,0
GCF_001272465.1,1620419,0,0,0,0,0,0
GCF_001272475.1,1620419,0,0,0,0,0,0
GCF_001272485.1,149539,0,0,0,0,0,0
GCF_001272535.1,90371,0,0,0,0,0,0
GCF_001272555.1,178035,0,0,0,0,0,0
GCF_001272635.1,1307,2255345,0,0,0,0,0
GCF_001272655.2,59893,6219815,0,0,0,0,0
GCF_001272715.1,1263761,817184,0,0,0,0,0
GCF_001272735.1,1263758,816404,0,0,0,0,0
GCF_001272755.1,1263756,816565,0,0,0,0,0
GCF_001272775.1,1263757,816583,0,0,0,0,0
GCF_001272795.1,1263762,816404,0,0,0,0,0
GCF_001272815.1,1263760,816402,0,0,0,0,0
GCF_001272835.1,722438,817207,0,0,0,0,0
GCF_001272855.1,1263763,817045,0,0,0,0,0
GCF_001272875.1,2104,817169,0,0,0,0,0
GCF_001272895.1,1280940,817198,0,0,0,0,0
GCF_001272915.1,1263835,817156,0,0,0,0,0
GCF_001272985.1,1392,0,0,0,0,0,0]
GCF_001273005.1,1392,0,0,0,0,0,0]
GCF_001273025.1,1392,0,0,0,0,0,0]
GCF_001273045.1,1392,0,0,0,0,0,0]
GCF_001273065.1,1392,0,0,0,0,0,0]
GCF_001273085.1,1392,0,0,0,0,0,0]
GCF_001273105.1,1392,0,0,0,0,0,0]
GCF_001273125.1,1392,0,0,0,0,0,0]
GCF_001273145.1,1392,0,0,0,0,0,0]
GCF_001273165.1,1491,0,0,0,0,0,0]
GCF_001273195.1,1491,0,0,0,0,0,0]
GCF_001273225.1,1491,0,0,0,0,0,0]
GCF_001273255.1,1491,0,0,0,0,0,0]
GCF_001273275.1,1491,0,0,0,0,0,0]
GCF_001273505.1,1639,0,0,0,0,0,0
GCF_001273535.1,1639,0,0,0,0,0,0
GCF_001273555.1,670,0,0,0,0,0,0
GCF_001273575.1,670,0,0,0,0,0,0
GCF_001273585.1,1590,0,0,0,0,0,0
GCF_001273615.1,314344,0,0,0,0,0,0
GCF_001273635.1,670,0,0,0,0,0,0
GCF_001273645.1,33995,0,0,0,0,0,0
GCF_001273685.1,1699094,2152,0,0,0,0,0
GCF_001273705.1,1699316,2530,0,0,0,0,0
GCF_001273715.1,663,0,0,0,0,0,0
GCF_001273755.1,421767,0,0,0,0,0,0
GCF_001273775.1,42253,4589485,0,0,0,0,0
GCF_001273795.1,33989,1456213,0,0,0,0,0
GCF_001273815.1,546,0,0,0,0,0,0
GCF_001273835.1,1461260,0,0,0,0,0,0
GCF_001273845.1,1461261,0,0,0,0,0,0
GCF_001273855.1,1461259,0,0,0,0,0,0
GCF_001273895.1,1684141,0,0,0,0,0,0
GCF_001273905.1,1684143,0,0,0,0,0,0
GCF_001273925.1,1684142,0,0,0,0,0,0
GCF_001273955.1,1684144,0,0,0,0,0,0
GCF_001274015.1,1350482,0,0,0,0,0,0
GCF_001274045.1,1692250,1999,0,0,0,0,0
GCF_001274065.1,1692246,1876,0,0,0,0,0
GCF_001274085.1,1692242,1901,0,0,0,0,0
GCF_001274105.1,1692251,1063,0,0,0,0,0
GCF_001274125.1,1692260,2292,0,0,0,0,0
GCF_001274145.1,1692255,2305,0,0,0,0,0
GCF_001274165.1,1692253,2237,0,0,0,0,0
GCF_001274185.1,1692248,1799,0,0,0,0,0
GCF_001274205.1,1692244,2469,0,0,0,0,0
GCF_001274225.2,1692107,19250,0,0,0,0,0
GCF_001274245.1,1692262,1240,0,0,0,0,0
GCF_001274265.1,1692257,2293,0,0,0,0,0
GCF_001274285.1,1692252,2291,0,0,0,0,0
GCF_001274305.1,1692247,2061,0,0,0,0,0
GCF_001274325.1,1692243,1826,0,0,0,0,0
GCF_001274345.1,10566,7320,0,0,0,0,0
GCF_001274365.1,1692261,1815,0,0,0,0,0
GCF_001274385.1,1692256,1894,0,0,0,0,0
GCF_001274405.1,1697349,124244,0,0,0,0,0
GCF_001274425.1,1692249,1635,0,0,0,0,0
GCF_001274445.1,1692245,1241,0,0,0,0,0
GCF_001274465.1,1692263,1600,0,0,0,0,0
GCF_001274485.1,1692258,1895,0,0,0,0,0
GCF_001274505.1,1692254,2167,0,0,0,0,0
GCF_001274535.1,712357,2444904,0,0,0,0,0
GCF_001274555.1,33892,4370138,0,0,0,0,0
GCF_001274575.1,272567,3676494,0,0,0,0,0
GCF_001274595.1,40324,4804002,0,0,0,0,0
GCF_001274615.1,1403336,2372492,0,0,0,0,0
GCF_001274635.1,1561025,0,0,0,0,0,0
GCF_001274655.1,40324,4509724,0,0,0,0,0
GCF_001274675.1,40324,4509724,0,0,0,0,0
GCF_001274695.1,1637998,0,0,0,0,0,0
GCF_001274715.1,47500,0,0,0,0,0,0
GCF_001274725.1,1459,0,0,0,0,0,0
GCF_001274775.1,189381,0,0,0,0,0,0
GCF_001274785.1,171383,0,0,0,0,0,0
GCF_001274805.1,693,0,0,0,0,0,0
GCF_001274875.1,273035,1514561,0,0,0,0,0
GCF_001274895.1,1408189,2769745,0,0,0,0,0
GCF_001274915.1,136160,0,0,0,0,0,0
GCF_001274925.1,86667,0,0,0,0,0,0
GCF_001274935.1,284581,0,0,0,0,0,0
GCF_001274945.1,263475,0,0,0,0,0,0
GCF_001274995.1,582,0,0,0,0,0,0
GCF_001275035.1,1635005,0,0,0,0,0,0
GCF_001275045.2,155322,0,0,0,0,0,0
GCF_001275075.1,40324,0,0,0,0,0,0
GCF_001275085.1,40324,0,0,0,0,0,0
GCF_001275095.1,40324,0,0,0,0,0,0
GCF_001275135.1,1676614,0,0,0,0,0,0
GCF_001275165.1,210,0,0,0,0,0,0
GCF_001275185.1,28901,0,0,0,0,0,0
GCF_001275195.1,28901,0,0,0,0,0,0
GCF_001275205.1,28901,0,0,0,0,0,0
GCF_001275215.1,28901,0,0,0,0,0,0
GCF_001275275.1,1692259,2257,0,0,0,0,0
GCF_001275285.1,573,0,0,0,0,0,0
GCF_001275295.1,573,0,0,0,0,0,0
GCF_001275305.1,573,0,0,0,0,0,0
GCF_001275345.1,71999,2854447,0,0,0,0,0
GCF_001275365.1,1086726,1516676,0,0,0,0,0
GCF_001275385.1,1684312,0,0,0,0,0,0
GCF_001275395.1,1704290,0,0,0,0,0,0
GCF_001275405.1,742178,0,0,0,0,0,0
GCF_001275455.1,1986029,4532,0,0,0,0,0
GCF_001275475.1,396359,38092,0,0,0,0,0
GCF_001275495.1,977801,30505,0,0,0,0,0
GCF_001275515.1,1051631,40758,0,0,0,0,0
GCF_001275535.1,1126885,41938,0,0,0,0,0
GCF_001275545.2,1311,2116811,0,0,0,0,0
GCF_001275565.2,1773,4411829,0,0,0,0,0
GCF_001275605.1,1699134,0,0,0,0,0,0
GCF_001275645.1,1705110,0,0,0,0,0,0
GCF_001275655.1,1581033,0,0,0,0,0,0
GCF_001275665.1,1581029,0,0,0,0,0,0
GCF_001275675.1,1704289,0,0,0,0,0,0
GCF_001275725.1,83964,0,0,0,0,0,0
GCF_001275735.1,83964,0,0,0,0,0,0
GCF_001275745.1,1679,0,0,0,0,0,0
GCF_001275825.1,1280,0,0,0,0,0,0
GCF_001275845.1,85698,0,0,0,0,0,0
GCF_001275865.1,85698,0,0,0,0,0,0
GCF_001275875.1,85698,0,0,0,0,0,0
GCF_001275905.1,1280,0,0,0,0,0,0
GCF_001275925.1,1280,0,0,0,0,0,0
GCF_001275945.1,1280,0,0,0,0,0,0
GCF_001275955.1,1280,0,0,0,0,0,0
GCF_001275985.1,1280,0,0,0,0,0,0
GCF_001276005.1,85698,0,0,0,0,0,0
GCF_001276025.1,85698,0,0,0,0,0,0
GCF_001276035.1,85698,0,0,0,0,0,0
GCF_001276055.1,470,0,0,0,0,0,0
GCF_001276085.1,470,0,0,0,0,0,0
GCF_001276105.1,35703,0,0,0,0,0,0
GCF_001276125.1,35703,0,0,0,0,0,0
GCF_001276185.1,40324,0,0,0,0,0,0
GCF_001276195.1,1428,0,0,0,0,0,0
GCF_001276205.1,1281,0,0,0,0,0,0
GCF_001276215.1,1560217,0,0,0,0,0,0
GCF_001276265.1,562,0,0,0,0,0,0
GCF_001276275.1,95486,0,0,0,0,0,0
GCF_001276305.1,40324,0,0,0,0,0,0
GCF_001276315.1,85698,0,0,0,0,0,0
GCF_001276345.1,40324,0,0,0,0,0,0
GCF_001276355.1,40324,0,0,0,0,0,0
GCF_001276385.1,40324,0,0,0,0,0,0
GCF_001276405.1,336306,0,0,0,0,0,0
GCF_001276415.1,61647,0,0,0,0,0,0
GCF_001276425.1,336306,0,0,0,0,0,0
GCF_001276465.1,61645,0,0,0,0,0,0
GCF_001276475.1,316,0,0,0,0,0,0
GCF_001276505.1,1661746,0,0,0,0,0,0
GCF_001276515.1,1661745,0,0,0,0,0,0
GCF_001276545.1,727,0,0,0,0,0,0
GCF_001276585.2,562,4587291,0,0,0,0,0
GCF_001276665.1,143221,0,0,0,0,0,0
GCF_001276675.1,143221,0,0,0,0,0,0
GCF_001276695.1,115981,0,0,0,0,0,0
GCF_001276715.1,1705388,0,0,0,0,0,0
GCF_001276745.1,28150,0,0,0,0,0,0
GCF_001276765.1,28150,0,0,0,0,0,0
GCF_001276775.1,28150,0,0,0,0,0,0
GCF_001276795.1,59204,0,0,0,0,0,0
GCF_001276845.1,143221,0,0,0,0,0,0
GCF_001276865.1,286783,0,0,0,0,0,0
GCF_001276875.1,59204,0,0,0,0,0,0
GCF_001276905.1,115981,0,0,0,0,0,0
GCF_001276925.1,28150,0,0,0,0,0,0
GCF_001276935.1,28182,0,0,0,0,0,0
GCF_001276965.1,1491,0,0,0,0,0,0]
GCF_001276975.1,339,0,0,0,0,0,0]
GCF_001276985.1,1491,0,0,0,0,0,0]
GCF_001276995.1,1392,0,0,0,0,0,0]
GCF_001277045.1,347,0,0,0,0,0,0]
GCF_001277055.1,347,0,0,0,0,0,0]
GCF_001277085.1,1392,0,0,0,0,0,0]
GCF_001277095.1,347,0,0,0,0,0,0]
GCF_001277135.1,479893,0,0,0,0,0,0
GCF_001277175.1,1074000,4436873,0,0,0,0,0
GCF_001277195.1,1159613,4364114,0,0,0,0,0
GCF_001277215.2,1159491,4473761,0,0,0,0,0
GCF_001277235.1,1159554,4628405,0,0,0,0,0
GCF_001277255.1,1073999,4499482,0,0,0,0,0
GCF_001277275.1,28141,4610566,0,0,0,0,0
GCF_001277295.1,1647413,5782034,0,0,0,0,0
GCF_001277335.1,1581037,0,0,0,0,0,0
GCF_001277345.1,1705565,0,0,0,0,0,0
GCF_001277355.1,1581030,0,0,0,0,0,0
GCF_001277395.1,562,5047794,0,0,0,180,147150
GCF_001277415.1,562,4744889,0,0,0,85,205023
GCF_001277435.1,562,5509046,0,0,0,158,153195
GCF_001277455.1,562,4625923,0,0,0,69,175744
GCF_001277475.1,562,5021415,22,0,0,170,167744
GCF_001277495.1,562,4925653,0,0,0,146,147727
GCF_001277515.1,562,4988607,13,0,0,153,167755
GCF_001277535.1,562,5164596,64,0,0,203,84731
GCF_001277555.1,562,5274491,0,0,0,122,120235
GCF_001277575.1,562,5172581,0,0,0,167,109238
GCF_001277595.1,562,4989190,0,0,0,111,183148
GCF_001277615.1,562,5208300,28,0,0,172,135474
GCF_001277635.1,562,5160058,10,0,0,220,102611
GCF_001277655.1,562,5121111,14,0,0,189,101736
GCF_001277675.1,562,5109276,0,0,0,140,99516
GCF_001277695.1,562,5091642,0,0,0,277,61871
GCF_001277715.1,562,5196822,17,0,0,160,159216
GCF_001277735.1,562,4742618,0,0,0,94,191035
GCF_001277755.1,562,4818567,0,0,0,65,210422
GCF_001277775.1,562,5014016,26,0,0,129,206684
GCF_001277795.1,1352,0,0,0,0,0,0
GCF_001277805.1,1366047,0,0,0,0,0,0
GCF_001277815.1,672,0,0,0,0,0,0
GCF_001277875.1,28450,7266508,0,0,0,0,0
GCF_001277895.1,28450,7266810,0,0,0,0,0
GCF_001277915.1,1396,5398511,0,0,0,0,0
GCF_001277935.1,30019,135748557,11164699,0,0,3225,157428
GCF_001277955.1,1392,5503288,14,0,0,4,3514815
GCF_001277975.1,28450,7184677,0,0,0,0,0
GCF_001277995.1,931089,3033893,0,0,0,0,0
GCF_001278015.1,1590,3237652,0,0,0,0,0
GCF_001278035.1,292913,4664213,0,0,0,0,0
GCF_001278055.1,1603606,3958620,0,0,0,0,0
GCF_001278075.1,38300,8532592,0,0,0,0,0
